ANS_FROM_CODE,ANS_FROM_CODE_SYSTEM_CD,ANS_FROM_CODE_SYSTEM_DESC_TXT,ANS_FROM_DISPLAY_NM,ANS_TO_CODE,ANS_TO_CODE_SYSTEM_CD,ANS_TO_CODE_SYSTEM_DESC_TXT,ANS_TO_DISPLAY_NM,CODE_TRANSLATION_REQUIRED,DOC_TYPE_CD,DOC_TYPE_VERSION_TXT,QUES_CODE_SYSTEM_CD,QUESTION_IDENTIFIER,SENDING_SYSTEM_CD
"02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS039","NBS"
"02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS052","NBS"
"02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC113","NBS"
"02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162","NBS"
"02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162_W","NBS"
"02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV117","NBS"
"02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV154","NBS"
"02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","02","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alaska","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT109","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT109","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","DEM162_W","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS021","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS032","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS039","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS052","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC113","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162_W","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV117","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV154","NBS"
"04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","04","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arizona","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT109","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT109","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","DEM162_W","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS021","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS032","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS039","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS052","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC113","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162_W","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV117","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV154","NBS"
"05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","05","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Arkansas","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT109","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT109","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","DEM162_W","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS021","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS032","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS039","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS052","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC113","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162_W","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV117","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV154","NBS"
"06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","06","2.16.840.1.113883.6.92","FIPS 5-2 (State)","California","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT109","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT109","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","DEM162_W","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS021","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS032","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS039","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS052","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC113","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162_W","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV117","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV154","NBS"
"08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","08","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Colorado","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT109","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT109","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","DEM162_W","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS021","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS032","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS039","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS052","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC113","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162_W","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV117","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV154","NBS"
"09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","09","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Connecticut","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT109","NBS"
"1","2.16.840.1.113883.12.292","Vaccines administered (CVX)","DTP","01","2.16.840.1.113883.12.292","Vaccines administered (CVX)","diphtheria, tetanus toxoids and pertussis vaccine","YES","PHDC","1.3","2.16.840.1.113883.6.1","VAC101","NBS"
"1","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alabama","1","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alabama","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT116","NBS"
"1","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alabama","1","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Alabama","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT116","NBS"
"1","2.16.840.1.114222.4.5.274","PHIN VS (CDC Local Coding System)","Perinatal exposure","PHC1173","2.16.840.1.114222.4.5.274","PHIN VS (CDC Local Coding System)","Perinatal exposure","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV157","NBS"
"1","2.16.840.1.114222.4.5.293","Immunization Information Source","Historical information - from birth certificate","06","2.16.840.1.114222.4.5.293","Immunization Information Source","Historical information - from birth certificate","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","VAC147","NBS"
"1","L","Local","1 - Prev. Pos","1","L","Local","1 - Prev. Pos","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","CON114","NBS"
"1","L","Local","Acyclovir, 200 mg, PO, 5ID, x 5 days","1","L","Local","Acyclovir, 200 mg, PO, 5ID, x 5 days","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT101","NBS"
"10","2.16.840.1.113883.12.292","Vaccines administered (CVX)","IPV (Poliovirus vaccine, inactivated)","10","2.16.840.1.113883.12.292","Vaccines administered (CVX)","poliovirus vaccine, inactivated","NO","PHDC","1.3","2.16.840.1.113883.6.1","VAC101","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT109","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.113883.6.1","NOT116","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","DEM162_W","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS021","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS032","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS039","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","NBS052","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC113","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM162_W","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV117","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","INV154","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT109","NBS"
"10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","10","2.16.840.1.113883.6.92","FIPS 5-2 (State)","Delaware","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","NOT116","NBS"
"10","L","Local","Amoxicillin, 500 mg, PO, TID x 7 days","10","L","Local","Amoxicillin, 500 mg, PO, TID x 7 days","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT101","NBS"
"100","1.0.3166.1","Country (ISO 3166-1)","BULGARIA","BGR","1.0.3166.1","Country (ISO 3166-1)","BULGARIA","YES","PHDC","1.3","2.16.840.1.113883.6.1","DEM126","NBS"
"100","1.0.3166.1","Country (ISO 3166-1)","Bulgaria","BGR","1.0.3166.1","Country (ISO 3166-1)","BULGARIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","NPP024","NBS"
"100","1.0.3166.1","Country (ISO 3166-1)","Bulgaria","BGR","1.0.3166.1","Country (ISO 3166-1)","BULGARIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","ORD116","NBS"
"100","1.0.3166.1","Country (ISO 3166-1)","Bulgaria","BGR","1.0.3166.1","Country (ISO 3166-1)","BULGARIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.1","PLC116","NBS"
"100","1.0.3166.1","Country (ISO 3166-1)","BULGARIA","BGR","1.0.3166.1","Country (ISO 3166-1)","BULGARIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM126","NBS"
"100","1.0.3166.1","Country (ISO 3166-1)","Bulgaria","BGR","1.0.3166.1","Country (ISO 3166-1)","BULGARIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167","NBS"
"100","1.0.3166.1","Country (ISO 3166-1)","Bulgaria","BGR","1.0.3166.1","Country (ISO 3166-1)","BULGARIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM167_W","NBS"
"100","1.0.3166.1","Country (ISO 3166-1)","Bulgaria","BGR","1.0.3166.1","Country (ISO 3166-1)","BULGARIA","YES","PHDC","1.3","2.16.840.1.114222.4.5.232","INV153","NBS"
"100","2.16.840.1.113883.12.292","Vaccines administered (CVX)","Pneumococcal conjugate vaccine, polyvalent (PCV7,","100","2.16.840.1.113883.12.292","Vaccines administered (CVX)","pneumococcal conjugate vaccine, 7 valent","NO","PHDC","1.3","2.16.840.1.113883.6.1","VAC101","NBS"
"100","L","Local","RIF, (Rifampin), 10 mg, PO, QD, 5 d/wk x 8 wks, DO","100","L","Local","RIF, (Rifampin), 10 mg, PO, QD, 5 d/wk x 8 wks, DO","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT101","NBS"
"1002-5","2.16.840.1.113883.6.238","Race & Ethnicity - CDC","American Indian or Alaska Native","1002-5","2.16.840.1.113883.6.238","Race & Ethnicity - CDC","American Indian or Alaska Native","NO","PHDC","1.3","2.16.840.1.114222.4.5.232","DEM152","NBS"
"101","2.16.840.1.113883.12.292","Vaccines administered (CVX)","Typhoid Vi capsular polysaccharide vaccine","101","2.16.840.1.113883.12.292","Vaccines administered (CVX)","typhoid Vi capsular polysaccharide vaccine","NO","PHDC","1.3","2.16.840.1.113883.6.1","VAC101","NBS"
"101","L","Local","RIF, (Rifampin), 10 mg, PO, QD, 7 d/wk x 8 wks","101","L","Local","RIF, (Rifampin), 10 mg, PO, QD, 7 d/wk x 8 wks","NO","PHDC","1.3","2.16.840.1.114222.4.5.1","TRT101","NBS"
